R,OptFlux,MinSumFlux,Constraint,Minset,MinActFlux1,MinActFlux2,MinActFlux3,MinActFlux4,MinActFlux5,MinActFlux6,MinActFlux7,MinActFlux8,MinActFlux9,MinActFlux10,MinActFlux11,MinActFlux12,MinActFlux13,MinActFlux14,MinActFlux15,MinActFlux16,MinActFlux17,MinActFlux18,MinActFlux19,MinActFlux20,MinActFlux21,MinActFlux22,MinActFlux23,MinActFlux24,MinActFlux25,MinActFlux26,MinActFlux27,MinActFlux28,MinActFlux29,MinActFlux30,MinActFlux31,MinActFlux32,MinActFlux33,MinActFlux34,MinActFlux35,MinActFlux36,MinActFlux37,MinActFlux38,MinActFlux39,MinActFlux40,MinActFlux41,MinActFlux42,MinActFlux43,MinActFlux44,MinActFlux45,MinActFlux46,MinActFlux47,MinActFlux48,MinActFlux49,MinActFlux50,MinActFlux51,MinActFlux52,MinActFlux53,MinActFlux54,MinActFlux55,MinActFlux56,MinActFlux57,MinActFlux58,MinActFlux59,MinActFlux60,MinActFlux61,MinActFlux62,MinActFlux63,MinActFlux64,MinActFlux65,MinActFlux66,MinActFlux67,MinActFlux68,MinActFlux69,MinActFlux70,MinActFlux71,MinActFlux72,MinActFlux73,MinActFlux74,MinActFlux75,MinActFlux76,MinActFlux77,MinActFlux78,MinActFlux79,MinActFlux80,MinActFlux81,MinActFlux82,MinActFlux83,MinActFlux84,MinActFlux85,MinActFlux86,MinActFlux87,MinActFlux88,MinActFlux89,MinActFlux90,MinActFlux91,MinActFlux92,MinActFlux93,MinActFlux94,MinActFlux95,MinActFlux96,MinActFlux97,MinActFlux98,MinActFlux99,MinActFlux100,MinActFlux101,MinActFlux102,MinActFlux103,MinActFlux104,MinActFlux105,MinActFlux106,MinActFlux107,MinActFlux108,MinActFlux109,MinActFlux110,MinActFlux111,MinActFlux112,MinActFlux113,MinActFlux114,MinActFlux115,MinActFlux116,MinActFlux117,MinActFlux118,MinActFlux119,MinActFlux120,MinActFlux121,MinActFlux122,MinActFlux123,MinActFlux124,MinActFlux125,MinActFlux126,MinActFlux127,MinActFlux128
R_GALT_ther,0.0,0.0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
R_IGPS_ther,0.0,0.0,0,0,76.41693083,76.41693083,76.41693083,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,63.14993062,76.41693083,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,76.41693083,76.41693083,63.14993062,63.14993062,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,63.14993062,76.41693083,76.41693083,63.14993062,76.41693083,76.41693083,76.41693083,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,76.41693083,76.41693083,63.14993062,63.14993062,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,76.41693083,76.41693083,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,76.41693083,63.14993062,63.14993062,76.41693083,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,63.14993062,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,76.41693083,76.41693083,76.41693083,76.41693083,63.14993062,63.14993062,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,63.14993062,63.14993062,76.41693083,76.41693083,63.14993062,76.41693083,76.41693083,76.41693083,76.41693083,63.14993062,76.41693083,63.14993062,76.41693083,63.14993062,63.14993062,76.41693083,63.14993062,76.41693083,76.41693083,63.14993062,63.14993062,76.41693083,76.41693083,63.14993062,63.14993062,63.14993062,76.41693083
R_PGGH_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_MELIBt2_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_UDPGALM_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_MTHFC_ther,-8605.20743873,-8605.20743873,0,0,-5954.33662677,-5947.26029948,-5947.26029948,-5943.8581054,-6000.32830032,-5950.93443269,-6004.00243353,-6004.00243353,-6004.00243353,-5954.33662677,-5943.8581054,-5996.92610624,-5943.8581054,-6004.00243353,-6000.32830032,-5943.8581054,-5996.92610624,-5943.8581054,-5950.93443269,-5947.26029948,-5996.92610624,-6000.32830032,-6000.32830032,-5996.92610624,-5950.93443269,-6004.00243353,-5954.33662677,-6000.32830032,-5950.93443269,-5943.8581054,-6004.00243353,-5943.8581054,-5950.93443269,-5943.8581054,-5954.33662677,-6000.32830032,-5943.8581054,-5996.92610624,-5996.92610624,-5950.93443269,-5950.93443269,-5947.26029948,-6000.32830032,-6004.00243353,-5996.92610624,-5996.92610624,-5954.33662677,-6000.32830032,-5947.26029948,-5954.33662677,-5954.33662677,-5950.93443269,-6000.32830032,-5947.26029948,-5996.92610624,-6004.00243353,-5954.33662677,-5996.92610624,-6000.32830032,-5954.33662677,-5943.8581054,-6000.32830032,-6000.32830032,-5947.26029948,-5950.93443269,-6004.00243353,-6004.00243353,-5943.8581054,-6007.40462761,-5947.26029948,-5947.26029948,-6004.00243353,-6004.00243353,-5943.8581054,-6007.40462761,-6007.40462761,-5996.92610624,-5943.8581054,-6007.40462761,-6007.40462761,-5954.33662677,-6007.40462761,-6004.00243353,-5954.33662677,-5954.33662677,-5950.93443269,-5950.93443269,-5947.26029948,-6007.40462761,-6007.40462761,-6007.40462761,-5996.92610624,-5943.8581054,-5996.92610624,-5947.26029948,-6000.32830032,-5947.26029948,-6000.32830032,-6000.32830032,-5943.8581054,-5996.92610624,-6000.32830032,-6007.40462761,-5950.93443269,-5954.33662677,-6007.40462761,-5950.93443269,-5947.26029948,-5947.26029948,-5947.26029948,-6004.00243353,-5943.8581054,-6007.40462761,-5950.93443269,-6004.00243353,-6004.00243353,-5947.26029948,-5996.92610624,-5954.33662677,-5954.33662677,-6007.40462761,-6007.40462761,-5950.93443269,-5954.33662677,-6007.40462761,-6007.40462761,-5996.92610624,-5950.93443269
R_MI1PP_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_PRFGS_bulg,0.0,0.0,0,0,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949,102.1882949
R_ASPTA5_ther,-124.843479623,-124.843479623,0,0,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-124.84347962,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-124.84347962,-124.84347962,-124.84347962,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-133.0352239,-124.84347962
R_G1PACT_bulg,90.5071318227,90.5071318227,0,0,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339,168.08467339
R_ACCOAC_bulg,352.852219764,352.852219764,0,0,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956,655.29697956
R_ASNTRS_bulg,41.2424672451,41.2424672451,0,0,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346,76.59315346
R_L_LACt2_bulg,-3457.73216823,-3457.73216823,0,0,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089,76.80381089
R_DHQS_ther,174.695896145,174.695896145,0,0,251.11525158,251.11525158,251.11525158,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,237.84825137,251.11525158,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,251.11525158,251.11525158,237.84825137,237.84825137,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,237.84825137,251.11525158,251.11525158,237.84825137,251.11525158,251.11525158,251.11525158,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,251.11525158,251.11525158,237.84825137,237.84825137,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,251.11525158,251.11525158,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,251.11525158,237.84825137,237.84825137,251.11525158,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,237.84825137,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,251.11525158,251.11525158,251.11525158,251.11525158,237.84825137,237.84825137,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,237.84825137,237.84825137,251.11525158,251.11525158,237.84825137,251.11525158,251.11525158,251.11525158,251.11525158,237.84825137,251.11525158,237.84825137,251.11525158,237.84825137,237.84825137,251.11525158,237.84825137,251.11525158,251.11525158,237.84825137,237.84825137,251.11525158,251.11525158,237.84825137,237.84825137,237.84825137,251.11525158
R_GTPCI_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_UAAGLS1_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_HHDHL7_ther,99.6971953107,99.6971953107,0,0,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531,99.69719531
