Time_[h],R_EX_for_e_,R_biomass_LBUL10_bulg,sumQpcrBul,R_biomass_LBUL10_bulg_log,R_biomass_STR_ther,sumQpcrTher,R_biomass_STR_ther_log,R_EX_lcts_e_,R_EX_lac_L_e_,R_EX_gal_e_,R_EX_succ_e_,R_EX_val_L_e_,R_EX_ser_L_e_,R_EX_gln_L_e_,R_EX_lys_L_e_,R_EX_leu_L_e_,R_EX_met_L_e_,R_EX_trp_L_e_,R_EX_phe_L_e_,R_EX_ile_L_e_,R_EX_ac_e_,R_EX_pyr_e_
3.3,0.411941551141,0.397808583689,22269420.5261,0.575085179265,0.817994314057,27530569.315,0.715075418032,-2.63387582362,4.00306431335,3.58581131916,-0.00765834471399,0.00159350026435,0.00105817345157,0.000157367031158,0.00108340816385,0.00304108810577,0.00199542194313,0.000510806544992,0.00272107628073,0.000488080073934,-0.195276503696,-0.000248794349792
3.4,0.429921327907,0.400022415743,23175768.8635,0.591790648282,0.836724377791,29905575.3903,0.737528965481,-2.75465618762,4.2680449568,3.80439631027,-0.0082897116921,0.00173634561241,0.00115821483403,0.000177955629719,0.00117700177552,0.00325321500462,0.0021493662294,0.00060059204606,0.0028459920093,0.000531166378458,-0.193724636776,-0.000280823409194
3.5,0.448382489886,0.402083006822,24124160.1835,0.607814110335,0.85400174239,32544013.5571,0.759272486988,-2.87467936528,4.53908492708,4.02542390008,-0.00895216238217,0.00188719683039,0.00126431411418,0.000200519614367,0.00127548500489,0.00347293434054,0.00230926990207,0.000702661449845,0.00297223637492,0.00057662173676,-0.192229401522,-0.000315855224641
3.6,0.467305747094,0.403990356836,25116343.7731,0.623044740625,0.869808354232,35473865.4913,0.780160265393,-2.99363284545,4.81564489561,4.24821976911,-0.00964620061538,0.00204623494324,0.00137663114139,0.000225183228827,0.0013789372937,0.00370022201837,0.00247501302578,0.000818197526921,0.00309972096099,0.000624499385714,-0.190787197565,-0.000354070570671
3.7,0.486667699635,0.405744534043,26154121.8422,0.637373125211,0.884137201747,38725792.0223,0.80004562035,-3.11120812492,5.0971495511,4.47208568071,-0.0103723124903,0.00221363645062,0.0014953220367,0.000252074538166,0.00148743287814,0.00393504546939,0.00264645290114,0.000948433422759,0.00322835722835,0.000674851583707,-0.189394745528,-0.000395654868942
3.8,0.506440566106,0.407345659958,27239349.0902,0.650692824008,0.896990188806,42333319.8587,0.818782818331,-3.22710223573,5.38298932797,4.69630360095,-0.0111309658338,0.00238957304974,0.00162053884535,0.000281325400435,0.00160104050453,0.00417736349124,0.00282342362668,0.00109464528662,0.00335805651292,0.000727729565194,-0.18804905063,-0.000440798028387
3.9,0.526591924204,0.408793895186,28373932.0114,0.662901978539,0.908376008157,46333023.8757,0.836229109398,-3.34101925255,5.67252246467,4.92014015723,-0.0119226096272,0.002574211345,0.00175242917359,0.000313071432739,0.00171982313671,0.00442712609127,0.0030057357624,0.00125814277907,0.00348873003274,0.000783183492525,-0.186747371256,-0.00048969426508
4.0,0.547084468992,0.410089426274,29559827.9149,0.673904926359,0.918308092186,50764699.442,0.85224684923,-3.45267176393,5.96507738964,5.1428513911,-0.0127476734001,0.00276771254462,0.00189113580971,0.000347451971279,0.00184383765586,0.00468427433502,0.00319317610623,0.00144025718513,0.00362028890357,0.000841262405086,-0.185487191707,-0.000542541900181
4.1,0.567875794857,0.411232453627,30799043.6299,0.683613780984,0.926802701505,55671517.8478,0.866705658291,-3.56178229232,6.25995542765,5.36368775345,-0.0136065665937,0.00297023214475,0.00203679632981,0.000384610024895,0.00197313455403,0.00494874020122,0.0033855075943,0.00164232686057,0.00375264416216,0.000902014165821,-0.184266198477,-0.000599543134312
4.2,0.588918207698,0.412223180572,32093633.8669,0.691949934479,0.93387719611,61100156.2708,0.879484564841,-3.66808464777,6.55643381465,5.58189928434,-0.014499677896,0.00318191960148,0.00218954268857,0.000424692221587,0.00210775762249,0.00522044644482,0.00358246933534,0.00186567975067,0.00388570679666,0.000965485405192,-0.183082259538,-0.000660903796631
4.3,0.610158574314,0.413061803594,33445699.2068,0.698845439887,0.939548520062,67100891.8808,0.890474075066,-3.7713252016,6.85376900417,5.79674091385,-0.0154273745499,0.00340291799112,0.00234950079552,0.000467848747492,0.00224774363608,0.00549930646946,0.00378377678849,0.00211161274688,0.0040193877832,0.00103172146263,-0.181933406173,-0.000726833066834
4.4,0.63153821635,0.413748503798,34857383.6852,0.704244232505,0.943831919397,73727647.6617,0.899578112247,-3.87126406729,7.15120024334,6.00747781684,-0.0163900016376,0.00363336365934,0.00251679007754,0.000514233277756,0.00239312203496,0.00578522421074,0.00398912209301,0.00238136769116,0.00415359812842,0.00110076632558,-0.180817817017,-0.000797543168297
4.5,0.652992856362,0.41428343963,36330871.9402,0.708103152595,0.946739904502,81037975.3584,0.906715767972,-3.96767617705,7.4479533921,6.21339075125,-0.0173878813425,0.00387338585979,0.00269152302821,0.0005640028987,0.00254391460514,0.00607809403166,0.00419817455711,0.00267610390401,0.00428824891703,0.00117266256613,-0.179733803964,-0.000873249030522
4.6,0.674452623668,0.414666740873,37868385.893,0.71039273751,0.94828146228,89092958.7158,0.911822811844,-4.06035224421,7.74324495437,6.41378130873,-0.0184213121903,0.00412310638277,0.00287380474491,0.00061731802068,0.00270013515941,0.00637780063151,0.00441058131159,0.00299686720287,0.00442325136417,0.00124745127543,-0.178679799715,-0.00095416791904
4.7,0.695842127539,0.414898503956,39472180.9265,0.711097758038,0.948461519925,97957017.975,0.914852912103,-4.14909960298,8.03628628602,6.60797700618,-0.0194905682733,0.00438263917475,0.00306373245473,0.000674342281007,0.00286178922005,0.00668421896948,0.00462596813271,0.00334455549722,0.00455851687192,0.00132517199588,-0.177654346726,-0.00104051903094
4.8,0.717080605001,0.414978788576,41144541.5315,0.710217481876,0.947280660345,107697594.591,0.915778527745,-4.23374291892,8.32628794067,6.79533614893,-0.0205958984571,0.00465208994955,0.00326139503021,0.000735242436249,0.00302887370529,0.00699721420429,0.00484394043672,0.00371988119667,0.00469395708957,0.00140586265121,-0.176656087377,-0.0011325230542
4.9,0.738082149933,0.414907615648,42887776.3866,0.707765656072,0.944735088918,118384693.556,0.914591442838,-4.31412476532,8.61246411113,6.97525239941,-0.0217375255754,0.00493155579187,0.00346687249633,0.000800188243243,0.00320137662106,0.00731664165087,0.00506408444672,0.00412333084916,0.00482948397726,0.00148955947457,-0.175683755204,-0.00123040168898
5.0,0.758756029383,0.414684966603,44704212.8425,0.703770209562,0.940816851504,130090259.834,0.911302925297,-4.39010606223,8.89403712199,7.14715899003,-0.0229156456119,0.00522112475444,0.00368023552997,0.000869352328119,0.00337927676001,0.00764234675537,0.00528596853063,0.00455512263864,0.00496500987243,0.00157629693471,-0.17473616707,-0.00133437712924
5.1,0.779007091909,0.414310784007,46596190.7795,0.698272686213,0.935514304036,142887365.587,0.905943504842,-4.46156637703,9.17024192674,7.3105325248,-0.0241304268744,0.00552087544943,0.00390154495359,0.00094291004259,0.00356254340965,0.00797416508951,0.0055091447068,0.00501516260931,0.0051004475589,0.00166610766045,-0.173812216143,-0.00144467150283
5.2,0.798736271374,0.413784973538,48566055.8114,0.691327427449,0.928812833823,156849186.518,0.898562377592,-4.5284040869,9.44033056185,7.46489632215,-0.0253820091621,0.00583087663557,0.00413085122479,0.00102103930679,0.00375113607167,0.00831192236528,0.00573315031168,0.00550300074182,0.00523571033805,0.00175902236338,-0.172910865589,-0.00156150626868
5.3,0.817841187976,0.413107407273,50616151.8093,0.683000531291,0.920695831395,172047749.2,0.889226457098,-4.59053640544,9.70357651024,7.60982325867,-0.0266705029288,0.00615118680186,0.00436819392347,0.00110392043789,0.00394500419445,0.00865543447097,0.00595750982189,0.00601778827406,0.00537071210182,0.00185506975915,-0.172031142899,-0.00168510156953
5.4,0.836216846325,0.41227792831,52748812.7247,0.673368621048,0.911145908682,188552437.231,0.878019102969,-4.64789927715,9.95927892651,7.74493808357,-0.0279959884451,0.00648185374942,0.00461360123883,0.00119173596374,0.00414408692086,0.00900450752945,0.0061817368206,0.00655823792012,0.0055053674071,0.00195427648733,-0.171172134777,-0.00181567553877
5.5,0.85375642821,0.411296356688,54966353.693,0.662517461757,0.900146354124,206428252.809,0.865038568028,-4.7004471452,10.2067666784,7.86991918221,-0.0293585149619,0.00682291417249,0.00486708945817,0.00128467042071,0.0043483128535,0.00935893797937,0.00640533609635,0.00712258887766,0.00563959155132,0.0020566670301,-0.170332982513,-0.00195344356059
5.6,0.87035217526,0.410162496591,57271061.4046,0.650540465502,0.887682807495,225733842.28,0.850396212787,-4.74815259886,10.4454021604,7.98449977737,-0.0307580998784,0.00717439324034,0.00512866245995,0.00138291013505,0.00455759983956,0.00971851268025,0.00662780585988,0.00770857870243,0.00577330064877,0.00216226362981,-0.169512877799,-0.00209861748218
5.7,0.885896354163,0.408876144814,59665183.735,0.637537128087,0.873745126729,246519309.422,0.83421454149,-4.79100590857,10.6745848395,8.08846856655,-0.0321947279169,0.00753630418136,0.00539831121339,0.00148664298687,0.00477185477749,0.0100830090419,0.00684864006304,0.00831342424364,0.00590641170742,0.00227108620572,-0.16871105893,-0.00225140477745
5.8,0.900282294424,0.407437100447,62150918.6345,0.623611439036,0.858329405896,268823858.576,0.816625117094,-4.82901445738,10.8937544944,8.18166980278,-0.0336683503077,0.00790864787091,0.00567601328736,0.00159605815603,0.00499097344765,0.0104521951788,0.00706733080183,0.00893381384907,0.00603884270596,0.00238315227006,-0.167926807358,-0.00241200766201
5.9,0.91340548601,0.40584517575,64730402.2822,0.608870304877,0.841440088125,292673330.598,0.79776641313,-4.86220207835,11.1023941178,8.26400283587,-0.0351788839875,0.00829141242476,0.0059617323712,0.00171134584915,0.00521484036911,0.0108258300899,0.00728337078397,0.00956591293731,0.00617051267063,0.00249847684351,-0.167159444553,-0.00258062215905
6.0,0.925164721631,0.404100208163,67405696.5202,0.593422022243,0.823092100659,318077716.88,0.777781658704,-4.89060830819,11.300032451,8.3354211389,-0.0367262108135,0.00868457279964,0.00625541781023,0.00183269700698,0.00544332868486,0.0112036638642,0.00749625584031,0.0102053847771,0.0063013417518,0.00261707237048,-0.166408329135,-0.0027574371167
6.1,0.935463266059,0.402202073396,70178775.5913,0.577374832844,0.803312922669,345028758.696,0.756816729128,-4.91428756783,11.4862461304,8.39593085232,-0.0383101767972,0.00908809040278,0.00655700415907,0.00196030299139,0.00567630007735,0.0115854379127,0.00770548745798,0.0108474278937,0.00643125129973,0.0027389486342,-0.165672854266,-0.00294263317733
6.2,0.94421003276,0.400150699532,73051512.2155,0.560835587073,0.782144481708,373497758.605,0.735018129195,-4.93330828083,11.6606614272,8.44558888453,-0.0399305913607,0.00950191271233,0.0068664107557,0.00209435525127,0.00591360471657,0.0119708852257,0.00791057531261,0.0114868309421,0.0065601639396,0.00286411267208,-0.164952445258,-0.00313638170009
6.3,0.951320746504,0.39794608207,76025663.0506,0.543908537329,0.759644764024,403433744.924,0.712531109378,-4.94775194077,11.8229555696,8.48450061288,-0.0415872266188,0.00992597291046,0.0071835413194,0.00223504496662,0.00615508124255,0.0123597306571,0.00811103977648,0.0121180451492,0.00668800364519,0.00299256869137,-0.164246557379,-0.00333884363824
6.4,0.956719069373,0.395588299812,79102853.5935,0.526694276236,0.735889019597,434762136.427,0.689497947588,-4.9577121386,11.9728576415,8.51281723323,-0.0432798166903,0.0103601895312,0.00750828357584,0.0023825626703,0.00640055678421,0.0127516912349,0.00830641437913,0.0127352735745,0.00681469581125,0.00312431798548,-0.163554673854,-0.00355016837333
6.5,0.960337667078,0.393077531503,82284562.5952,0.509288829232,0.710970446958,467384049.809,0.666056421114,-4.96329356056,12.1101490581,8.53073280922,-0.0450080570419,0.0108044661252,0.00784050891258,0.00253709784668,0.00664984701621,0.0131464764967,0.00849624819745,0.0133325754961,0.00694016732422,0.00325935885114,-0.16287630401,-0.00377049250906
6.6,0.962119192524,0.390414073101,85572106.0701,0.491782905572,0.685000257255,501176374.879,0.642338485327,-4.96461096724,12.2346636249,8.53848107375,-0.0467716038685,0.0112586909426,0.00818007206818,0.00269883850681,0.00690275625551,0.0135437888518,0.00868010815258,0.013903983278,0.00706434663109,0.00339768650681,-0.162210981587,-0.00399993862816
6.7,0.962017164373,0.38759835556,88966621.0007,0.474261306985,0.658107042403,535992711.067,0.618469168003,-4.96178816362,12.3462871894,8.53633203615,-0.048570073512,0.0117227366379,0.00852681085842,0.0028679707395,0.00715907759906,0.0139433239676,0.00885758119199,0.0144436281656,0.00718716380617,0.00353929301241,-0.161558263171,-0.00423861401603
6.8,0.959996719853,0.384630962971,92469048.8467,0.456802488993,0.630435407957,571665214.335,0.594565681087,-4.95495696942,12.4449569036,8.52458844773,-0.0504030419237,0.0121964599966,0.00888054594276,0.00304467823806,0.00741859310382,0.0143447711816,0.0090282763364,0.0149458706868,0.00730855061563,0.00368416719085,-0.160917726755,-0.00448660935607
6.9,0.956035223281,0.381512650929,96080118.9867,0.43947826648,0.602143875612,608007348.41,0.570736745439,-4.94425619843,12.5306601173,8.50358217683,-0.0522700441725,0.0126797016876,0.00924108063446,0.00322914180229,0.00768107401035,0.014747813936,0.00919182657246,0.0154054307591,0.00742844057962,0.00383229455146,-0.160288970409,-0.00474399740182
7.0,0.950122714615,0.378244364939,99800332.2315,0.422353652392,0.573402109359,644817472.912,0.547082118884,-4.92983065481,12.6034329268,8.47367054252,-0.0541705740031,0.0131722860428,0.00960820075744,0.00342153881548,0.00794628101063,0.015152130236,0.00934789057435,0.0158175123062,0.00754676903169,0.00398365721584,-0.159671611048,-0.00501083163213
7.1,0.942262185844,0.374827258684,103629944.563,0.405486816496,0.544387568806,681883139.18,0.523692313672,-4.9118301535,12.6633584064,8.43523265257,-0.056104083447,0.0136740208659,0.00998167455323,0.00362204269646,0.00821396456095,0.0155573931302,0.00949615423914,0.0161779171943,0.00766347317555,0.00413823384625,-0.159065283296,-0.00528714489615
7.2,0.932469676899,0.371262711976,107568951.265,0.388929149938,0.515281737521,718985909.186,0.500648486306,-4.89040857105,12.7105645557,8.38866578787,-0.0580699824902,0.014184697272,0.0103612526408,0.00383082232656,0.00848386524006,0.0159632712117,0.00963633202325,0.0164831436409,0.00777849213882,0.00429599957689,-0.158469638432,-0.00557294805578
7.3,0.920774187081,0.367552348164,111617071.623,0.372725420684,0.486266108468,755906470.117,0.478022480588,-4.86572293253,12.745221993,8.33438187137,-0.0600676388004,0.014704089562,0.0107466680323,0.00404804145167,0.00875571415285,0.016369429139,0.00976816806983,0.0167304649152,0.00789176702374,0.00445692594848,-0.157884343408,-0.00586822863394
7.4,0.907217402413,0.363698050807,115773734.383,0.356914004903,0.45751812842,792429792.506,0.455877003498,-4.83793253917,12.7675414319,8.27280405516,-0.0620963775168,0.0152319551312,0.0111376362074,0.0042738580598,0.00902923337929,0.0167755281754,0.00989143711922,0.0169179850921,0.00800324095473,0.0046209808464,-0.157309079947,-0.00617294947787
7.5,0.89185324383,0.359701979381,120038064.16,0.341527179765,0.429207306198,828350076.039,0.434265913172,-4.80719814065,12.7777709752,8.20436345446,-0.0641554811071,0.0157680344159,0.011533855249,0.0045084237344,0.00930413646829,0.0171812267454,0.0100059451976,0.0170446697766,0.00811285912264,0.00478812844262,-0.156743543693,-0.00648704744731
7.6,0.874747245423,0.355566583787,124408869.004,0.326591463866,0.401491675291,863475245.092,0.413234598561,-4.77368115517,12.7761932617,8.12949605301,-0.0662441892926,0.0163120508794,0.0119350060415,0.00475188298422,0.00958012897562,0.0175861810063,0.0101115300813,0.0171103509995,0.0082205688256,0.00495832914195,-0.156187443431,-0.00681043213827
7.7,0.855975776031,0.351294617455,128884629.323,0.312127992531,0.374514771697,897630793.207,0.392820431193,-4.73754293978,12.7631225023,8.04863979933,-0.0683616990458,0.0168637110384,0.0123407525359,0.00500437255038,0.00985690904492,0.0179900454342,0.0102080615373,0.0171157067861,0.00832631950642,0.0051315395328,-0.15564050035,-0.00714298465367
7.8,0.835625121011,0.346889148792,133463488.368,0.298152916466,0.348403246409,930662827.552,0.373053270809,-4.6989441125,12.7389014396,7.962231909,-0.070507164663,0.0174227045335,0.0127507420804,0.00526602069176,0.0101341680304,0.0183924734217,0.0102954413427,0.0170622171327,0.00843006278642,0.0053077123427,-0.155102447369,-0.00748455643292
7.9,0.813790444077,0.342353570773,138143244.479,0.284677813547,0.323265183658,962440224.824,0.353956008206,-4.65804392733,12.7038982639,7.87070638377,-0.0726796979142,0.0179887042424,0.0131646058212,0.00553694644981,0.0104115911597,0.0187931178855,0.0103736030876,0.0169520991908,0.00853175249569,0.00548679639919,-0.154573028493,-0.00783496815282
8.0,0.790574651422,0.337691608446,142921345.295,0.27171010488,0.299189146373,992855872.214,0.335545130449,-4.61499970262,12.6585035181,7.77449175437,-0.0748783682736,0.0185613664404,0.0135819591714,0.00581725889423,0.0106888582344,0.0191916318833,0.0104425117716,0.0167882252975,0.00863134469964,0.00566873659607,-0.154051998225,-0.00819400871296
8.1,0.766087181977,0.332907324156,147794884.091,0.259253467668,0.276243924012,1021827024.9,0.317831295484,-4.56996630257,12.6031270201,7.67400904994,-0.0771022032321,0.019140331007,0.0140024023515,0.00610705635126,0.0109656443672,0.0195876692364,0.0105021631999,0.0165740280472,0.00872879772195,0.00585347386556,-0.153539121005,-0.00856143431896
8.2,0.740442748497,0.328005120316,152760598.435,0.247308238655,0.254478919226,1049294860.02,0.300819905102,-4.52309567121,12.5381948311,7.56966999411,-0.0793501886942,0.0197252216811,0.0144255209994,0.00640642561622,0.0112416207509,0.019980885157,0.0105525831941,0.0163133968675,0.00882407216376,0.0060409451566,-0.153034170699,-0.0089369676773
8.3,0.71376005429,0.322989739535,157814871.284,0.235871803215,0.233925081003,1075223343.05,0.284511667044,-4.47453641799,12.4641462934,7.46187542444,-0.0816212694617,0.0203156463656,0.0148508868519,0.00671544115277,0.0115164554591,0.0203709368775,0.0105938266297,0.0160105705482,0.00891713091913,0.00623108341955,-0.152536930103,-0.00932029731544
8.4,0.68616050976,0.317866261993,162953734.671,0.224938966219,0.2145962742,1099597544.7,0.268903138822,-4.42443345322,12.3814311608,7.35101392955,-0.0839143498058,0.0209111974815,0.0152780584952,0.00703416428104,0.0117898142732,0.0207574842806,0.0106259763142,0.0156700299016,0.00900793918682,0.00642381759771,-0.152047190495,-0.0097110770413
8.5,0.657766971673,0.312640099936,168172876.068,0.214502301846,0.196490968317,1122421555.22,0.253987247411,-4.37292767194,12.2905068393,7.23746069613,-0.0862282941277,0.0215114523732,0.0157065821847,0.00736264235737,0.0120613615336,0.021140190527,0.0106491417231,0.0152963942668,0.00909646447839,0.00661907262583,-0.151564751204,-0.0101089255555
8.6,0.628702526183,0.307316989225,173467647.484,0.204552480397,0.179594130543,1143716140.37,0.239753780478,-4.32015568396,12.191835757,7.12157655619,-0.0885619277116,0.022115973764,0.0161359927321,0.0077009079486,0.0123307610104,0.0215187226793,0.0106634576107,0.0148943249569,0.00918267662254,0.00681676943593,-0.15108941921,-0.0105134262299
8.7,0.599089334349,0.301902977897,178833077.356,0.195078570909,0.163879217619,1163516271.2,0.226189846071,-4.26624958787,12.0858828737,7.0037072236,-0.0909140375678,0.0227243102633,0.0165658144576,0.00804897800418,0.0125976767914,0.0218927523197,0.0106690825112,0.0144684380532,0.00926654776592,0.0070168249707,-0.150621008765,-0.0109241270652
8.8,0.569047556196,0.296404411735,184263885.21,0.186068319038,0.14931017539,1181868641.9,0.213280298843,-4.21133678675,11.9731133443,6.88418270776,-0.0932833733693,0.0233359969245,0.0169955622056,0.00840685302948,0.0128617741813,0.0222619561589,0.0106661971504,0.0140232282288,0.00934805237028,0.00721915220472,-0.150159341044,-0.0113405408396
8.9,0.538694366456,0.29082791689,189754499.061,0.177508400204,0.13584337209,1198829268.65,0.20100813185,-4.15553984283,11.8539903414,6.76331689164,-0.0956686484805,0.0239505558533,0.0174247424196,0.00877451626415,0.0131227206095,0.0226260166355,0.0106550027832,0.0135630045877,0.00942716720608,0.0074236601737,-0.149704243808,-0.0117621454598
9.0,0.508143072116,0.285180379645,195299075.469,0.169384648435,0.123429409237,1214461239.77,0.189354833712,-4.09897636869,11.7289730453,6.6414072609,-0.0980685410786,0.0245674968669,0.0178528542741,0.00915193286956,0.0133801865414,0.0229846225019,0.0106357194767,0.0130918388727,0.00950387134265,0.00763025401199,-0.149255551091,-0.0121883845245
9.1,0.477502338864,0.279468923429,200891522.139,0.161682261666,0.112014771204,1228832666.0,0.178300711656,-4.04175895224,11.5985148032,6.51873477057,-0.100481695368,0.0251863182012,0.0182793908593,0.00953904912963,0.0136338463886,0.0233374693964,0.0106085843542,0.0126135258503,0.00957814613498,0.00783883499851,-0.148813102906,-0.0126186681088
9.2,0.446875530578,0.273700883271,206525522.896,0.154385984541,0.101543289922,1242014860.85,0.167825181378,-3.98399511287,11.4630614599,6.39556383585,-0.102906722885,0.0258065072674,0.0187038404133,0.0099357916696,0.0138833794149,0.023684260398,0.0105738498189,0.0121315552426,0.00964997520716,0.00804930061127,-0.148376744964,-0.0130523737768
9.3,0.416360163278,0.267883777885,212194564.846,0.147480269925,0.0919574141832,1254080763.96,0.15790702515,-3.92578728605,11.3230498588,6.27214243375,-0.105342203896,0.0264275414543,0.0191256875991,0.0103420666976,0.0141284706307,0.0240247065634,0.0105317817699,0.0116490942474,0.00971934443257,0.00826154459073,-0.147946328418,-0.0134888478278
9.4,0.386047472404,0.262025279646,217891967.493,0.140949420471,0.083199283441,1265103607.99,0.148524619803,-3.86723283391,11.1789065119,6.14870230265,-0.107786688881,0.0270488889766,0.0195444148185,0.0107577592742,0.0143688116749,0.0243585274434,0.0104826578291,0.0111689794639,0.00978624191106,0.00847545701184,-0.147521709607,-0.0139274067799
9.5,0.356022090119,0.256133182732,223610913.532,0.134777711683,0.0752116138293,1275155819.45,0.139656136483,-3.80842407909,11.0310464328,6.0254592273,-0.110238700111,0.0276700097659,0.0199595035599,0.0111827326146,0.0146041016768,0.024685451577,0.0104267655892,0.0106937169166,0.00985065794294,0.00869092436524,-0.147102749827,-0.0143673390913
9.6,0.32636182741,0.250215369748,229344481.043,0.128949497904,0.067938409591,1284308137.03,0.131279714155,-3.74944835964,10.879872131,5.90261339757,-0.112696733305,0.0282903564029,0.0203704357724,0.0116168274304,0.0148340480949,0.0250052169626,0.0103644008987,0.0102254888256,0.00991258500028,0.00890782964732,-0.146689315111,-0.0148079071197
9.7,0.297137554251,0.244279777171,235085676.758,0.123449302716,0.0613255165526,1292628926.65,0.123373608902,-3.69038810236,10.7257727576,5.78034982966,-0.115159259373,0.0289093750883,0.0207766952602,0.0120598613141,0.0150583675284,0.0253175715028,0.0102958661924,0.00976616579174,0.00997201769521,0.00912605245939,-0.146281276015,-0.0152483493156
9.8,0.268413169885,0.23833435998,240827470.06,0.118261895155,0.055321036053,1300183670.48,0.115916321106,-3.63132091248,10.5691233974,5.65883883937,-0.117624726242,0.02952650665,0.0211777690923,0.0125116281754,0.0152767864968,0.0256222734235,0.0102214688796,0.00931732314354,0.0100289527457,0.00934546911588,-0.145878507425,-0.015687882643
9.9,0.240245654451,0.232387055841,246562827.377,0.113372353149,0.0498756182256,1307034606.14,0.108886702496,-3.57231967762,10.4102845001,5.53823655783,-0.120091560757,0.0301411875829,0.0215731490178,0.0129718977314,0.0154890421842,0.0259190916644,0.0101415197975,0.00888026029723,0.0100833889387,0.00956595276159,-0.145480888368,-0.0161257052208
10.0,0.212685192613,0.226445749218,252284746.602,0.108766115483,0.0449426530769,1313240493.22,0.102264045076,-3.51345268376,10.2496014394,5.41868548071,-0.122558170655,0.0307528511193,0.0219623328833,0.0134404150604,0.0156948831432,0.026207806241,0.0100563317385,0.00845602211456,0.0101353270912,0.00978737349782,-0.145088301836,-0.0165609991716
10.1,0.185775359649,0.22051823582,257986291.183,0.104429023547,0.0404783766934,1318856485.38,0.0960281537757,-3.4547837417,10.0874041944,5.30031504288,-0.125022946615,0.0313609283251,0.022344826043,0.0139169002219,0.0158940699572,0.0264882085755,0.00996621805612,0.00804542138417,0.0101847700081,0.0100095985175,-0.144700634613,-0.016992933666
10.2,0.15955336042,0.214612187727,263660623.545,0.100347354033,0.036441908402,1323934088.42,0.0901594046244,-3.39637232194,9.92400714267,5.18324221107,-0.127484264369,0.0319648492202,0.0227201427548,0.0144010479514,0.0160863758554,0.0267601017973,0.00987149135588,0.00764906169539,0.0102317224395,0.0102324922487,-0.144317777125,-0.0174206681438
10.3,0.134050311892,0.208735119578,269301037.48,0.0965078436632,0.0327952329777,1328521186.59,0.0846387901029,-3.33827369653,9.75970895546,5.06757208814,-0.129940486877,0.0325640439171,0.0230878075568,0.0148925274337,0.016271587279,0.0270233010113,0.00977246227376,0.00726736011136,0.0102761910343,0.0104559165074,-0.14393962328,-0.0178433556954
10.4,0.109291560272,0.202894356164,274900989.211,0.0928977069498,0.0295031401986,1332662121.89,0.0794479532235,-3.2805390864,9.59479258747,4.953398523,-0.13238996656,0.0331579437758,0.0234473566145,0.0153909821625,0.0164495043964,0.0272776335341,0.0096694383457,0.0069005691765,0.0103181842931,0.0106797306577,-0.143566070327,-0.0182601465803
10.5,0.0852970243657,0.197097001736,280454126.807,0.089504647894,0.0265331322828,1336397813.2,0.0745692117592,-3.22321581275,9.42952535097,4.84080472093,-0.134831047585,0.0337459825695,0.0237983390348,0.0158960298893,0.0166199415633,0.0275229390964,0.00956272296915,0.00654879790845,0.0103577125191,0.0109037917808,-0.143197018725,-0.0186701918596
10.6,0.0620815574154,0.191349911322,285954317.695,0.0863168664616,0.023855308077,1339765904.13,0.0699855739269,-3.16634745127,9.26415906596,4.7298638501,-0.137262068198,0.0343275976578,0.0241403181374,0.0164072626697,0.0167827277278,0.0277590700132,0.0094526144573,0.00621203152515,0.0103947877671,0.0111279548518,-0.142832372005,-0.0190726471168
10.7,0.0396553203806,0.185659664315,291395674.027,0.0833230605807,0.021442231345,1342800930.54,0.0656807467071,-3.10997398811,9.09893027799,4.62063964008,-0.139681363092,0.0349022311628,0.0244728726782,0.0169242470093,0.0169377067775,0.0279858913197,0.00933940518573,0.00589014974361,0.0104294237917,0.0113520729237,-0.142472036654,-0.0194666762398
10.8,0.0180241603965,0.180032540533,296772575.688,0.0805124243358,0.0192687891421,1345534500.1,0.0616391378691,-3.05413197654,8.9340605353,4.5131869693,-0.142087265825,0.0354693311435,0.0247955980188,0.0174465241167,0.0170847378287,0.0282032808739,0.00922338083017,0.00558294355775,0.0104616359935,0.0115759973187,-0.142115921995,-0.0198514552341
10.9,-0.00281001108891,0.174474498945,302079690.802,0.0778746429638,0.0173120450757,1347995478.09,0.0578458526648,-2.99885469341,8.7697567176,4.40755243846,-0.14447811125,0.0360283527644,0.0251081072352,0.0179736102645,0.0172236954555,0.0284111294267,0.00910481969352,0.00529013046059,0.0104914413647,0.0117995778268,-0.141763940074,-0.0202261760384
11.0,-0.0228488452285,0.168991159192,307311993.588,0.0753998851859,0.015551091226,1350210174.6,0.0542866860459,-2.94417229468,8.60621140924,4.30377492783,-0.146852237984,0.0365787594539,0.0254100321602,0.0185049972647,0.0173544698596,0.0286093406571,0.00898399211965,0.00501136812095,0.0105188584336,0.0120226629101,-0.141416005559,-0.0205900503104
11.1,-0.0420971917257,0.163587785984,312464779.49,0.0730787933521,0.0139669016352,1352202529.61,0.050948111171,-2.89011196923,8.44360330969,4.20188613633,-0.149207990881,0.0371200240479,0.0257010243552,0.0190401530608,0.0174769669805,0.0287978311768,0.00886115999083,0.00474626655941,0.0105439072079,0.0122450999134,-0.141072035634,-0.0209423131525
