Time_[h],R_EX_for_e_,R_biomass_LBUL10_bulg,sumQpcrBul,R_biomass_LBUL10_bulg_log,R_biomass_STR_ther,sumQpcrTher,R_biomass_STR_ther_log,R_EX_lcts_e_,R_EX_lac_L_e_,R_EX_gal_e_,R_EX_succ_e_,R_EX_val_L_e_,R_EX_ser_L_e_,R_EX_gln_L_e_,R_EX_lys_L_e_,R_EX_leu_L_e_,R_EX_met_L_e_,R_EX_trp_L_e_,R_EX_phe_L_e_,R_EX_ile_L_e_,R_EX_ac_e_,R_EX_pyr_e_
1.4,0.166394587096,0.327706767784,11087679.2687,0.249587504735,0.316785644543,9219954.04563,0.301534047463,-0.593355503747,0.55515693067,0.534755584566,-0.000780736071437,0.000134129299794,7.81054494159e-05,4.59718452959e-06,9.84758251377e-05,0.000428299781284,0.000218604483955,4.72511140703e-06,0.000718905057306,4.27300216315e-05,-0.245497869895,-7.64359854077e-06
1.5,0.17510589998,0.332615895668,11459872.7827,0.263569347253,0.341650391974,9528460.42386,0.318682750534,-0.673646548605,0.653429589022,0.62712457183,-0.000938399813429,0.000163722953024,9.63565247488e-05,6.10899412678e-06,0.000119491636544,0.000501821371756,0.000261736941359,6.89087441256e-06,0.000801381773513,5.1988715442e-05,-0.241022439577,-1.01167334897e-05
1.6,0.184222861635,0.337407381521,11850306.988,0.278090409566,0.367513967094,9872305.84689,0.336535491582,-0.758194618392,0.760874351101,0.727658657867,-0.00111457525628,0.000197287978865,0.000117270140444,7.97030747402e-06,0.00014318969787,0.000581957053592,0.000309723474993,9.80740776633e-06,0.000886978465243,6.24572466547e-05,-0.236909296474,-1.31498766722e-05
1.7,0.193758819322,0.342076802323,12259841.6855,0.293140371443,0.394273389737,10255517.2618,0.355086143033,-0.846824233127,0.877625857823,0.836400831946,-0.0013100691036,0.000235057847206,0.000141030891273,1.02323464067e-05,0.000169710944206,0.000668823694195,0.000362740932707,1.36626365633e-05,0.000975580024001,7.42029840603e-05,-0.233109057842,-1.68226910559e-05
1.8,0.203726910611,0.346620075208,12689373.7238,0.3087041878,0.421806789778,10682575.3762,0.374323222554,-0.939348942118,1.00379156815,0.953361238922,-0.00152566925941,0.000277263967075,0.000167823520026,1.29500472329e-05,0.00019919394247,0.000762530323563,0.000420956292414,1.86757230476e-05,0.00106707682918,8.72925456971e-05,-0.229581495106,-2.1220296895e-05
1.9,0.214139966428,0.351033454852,13139838.2368,0.324761653739,0.449974896487,11158464.5463,0.394229317812,-1.03557092187,1.13945080022,1.07851579315,-0.00176214584212,0.000324135709079,0.000197832812893,1.61820864802e-05,0.000231774906724,0.000863178458039,0.000484526332214,2.509991994e-05,0.00116136373389,0.000101791828151,-0.226293435954,-2.64332853571e-05
2.0,0.225010403058,0.355313528394,13612209.885,0.341286983452,0.478623244085,11688727.8486,0.414780511217,-1.13528074304,1.28465364385,1.21180475873,-0.0020202520058,0.000375900406512,0.000231243488279,1.99909047869e-05,0.000267587688321,0.000970862336697,0.000553597207232,3.32254734565e-05,0.00125833924132,0.000117766028859,-0.223217229764,-3.25577289931e-05
2.1,0.236350102431,0.359457208055,14107504.0945,0.35824841385,0.507585035636,12279527.7967,0.435945816064,-1.23825729862,1.43941978476,1.35313134951,-0.00230072459784,0.000432783336814,0.000268240077947,2.44427289848e-05,0.000306763743153,0.00108566908644,0.000628303944665,4.33825607913e-05,0.00135790482958,0.000135279662245,-0.220329605086,-3.96951887762e-05
2.2,0.248170280116,0.363461721675,14626778.2876,0.375607845154,0.536684558169,12937713.1922,0.457686637357,-1.34426788762,1.60373727693,1.50236039909,-0.00260428467592,0.000495007684582,0.000309006799532,2.96075923858e-05,0.000349432077686,0.00120767882833,0.000708769867087,5.59442430685e-05,0.0014599643941,0.00015439657034,-0.217610805473,-4.79527173681e-05
2.3,0.26048134046,0.367324601359,15171133.099,0.393320531947,0.565740998209,13670892.6111,0.479956272525,-1.45306844958,1.77756129705,1.65931714856,-0.00293163790232,0.000562794487104,0.000353727419515,3.55593532553e-05,0.000395719175194,0.00133696473495,0.000795105953235,7.13294100554e-05,0.00156442378433,0.000175179928405,-0.215043926549,-5.74428582048e-05
2.4,0.273292718427,0.37104367048,15741713.5706,0.411334839194,0.594572473646,14487515.0429,0.502699468971,-1.56440394547,1.96081291323,1.82378619787,-0.00328347483026,0.000636362563119,0.000402585105863,4.23757114257e-05,0.000445748903271,0.00147359304678,0.000887410145004,9.00056871564e-05,0.00167119041699,0.000197692245948,-0.212614400896,-6.82836399275e-05
2.5,0.286612707766,0.374617029237,16339710.3162,0.429592078509,0.623000079244,15396958.2002,0.525852057011,-1.67800888057,2.15337789887,1.99551066471,-0.00366047109393,0.000715928425352,0.000455762269546,5.01382229788e-05,0.00049964240355,0.00161762305413,0.000985766609174,0.00011249226822,0.00178017295238,0.000221995363482,-0.210309593134,-8.05985656185e-05
2.6,0.300448275299,0.378043039018,16966360.648,0.448026440271,0.650851741403,16409625.0048,0.549340677954,-1.79360796412,2.35510562215,2.17419159283,-0.00406328751223,0.00080170617725,0.000513440394264,5.89323128974e-05,0.000557517964397,0.00176910704986,0.00109024496241,0.000139362629365,0.00189128102296,0.000248150445268,-0.208118478237,-9.45165962329e-05
2.7,0.314804861267,0.381320305782,17622949.6536,0.466565037037,0.677965693353,17537048.7335,0.573082627893,-1.91091689995,2.56580804027,2.35948764903,-0.00449257011399,0.000893907394244,0.000575799853705,6.88472855645e-05,0.00061949087725,0.00192809025749,0.00120089946825,0.000171247069235,0.00200442500595,0.000276217968274,-0.206031383489,-0.000110172127548
2.8,0.329686165875,0.38444766268,18310811.2151,0.485128072956,0.704193412645,18792007.2554,0.596985837973,-2.02964330115,2.78525882741,2.55101514511,-0.00494895009166,0.000992740989785,0.000643019715761,7.99763329612e-05,0.000685673277223,0.00209461073871,0.00131776821498,0.000208835009679,0.00211951583309,0.000306257707512,-0.204039779634,-0.000127704959883
2.9,0.345093922406,0.38742415214,19031328.9555,0.503629152445,0.729401905014,20188646.719,0.6209490114,-2.14948772063,3.01319266431,2.74834841754,-0.00543304368918,0.00109841306636,0.000715277533128,9.24165403925e-05,0.000756173968525,0.00226869928335,0.00144087228386,0.000252876977779,0.00223646483225,0.000338328717911,-0.202136110461,-0.000147260259769
3.0,0.361027657575,0.390249007607,19785937.1015,0.521975739238,0.753475267277,21742614.9376,0.64486193609,-2.27014478847,3.24930471632,2.95102059301,-0.00594545202896,0.00121112675169,0.000792749119814,0.000106268889544,0.000831098235251,0.00245037928509,0.00157021491724,0.000304186175306,0.00235518359647,0.000372489312841,-0.200313652683,-0.000168988512675
3.1,0.377484440059,0.392921635139,20576121.2477,0.540069773934,0.77631551167,23471204.5661,0.66860598957,-2.39130444544,3.49325032569,3.15852476297,-0.00648676088225,0.00133108202014,0.00087560831309,0.000121638258647,0.000910547638085,0.00263966660533,0.00170578069681,0.000363639525089,0.00247558387681,0.000408797039389,-0.19856639991,-0.000193045465833
3.2,0.394458618565,0.39544159504,21403419.0062,0.557808454447,0.79784267997,25393505.958,0.692054849403,-2.51265326109,3.74464494205,3.37031558466,-0.00705754038662,0.00145847549968,0.000964026720497,0.000138633419514,0.000994619797474,0.00283656942777,0.00184753474254,0.00043217806556,0.00259757749606,0.000447308650484,-0.196888965945,-0.000219592060104
