R,OptFlux,MinSumFlux,Constraint,Minset,MinActFlux1,MinActFlux2,MinActFlux3,MinActFlux4,MinActFlux5,MinActFlux6,MinActFlux7,MinActFlux8,MinActFlux9,MinActFlux10,MinActFlux11,MinActFlux12,MinActFlux13,MinActFlux14,MinActFlux15,MinActFlux16,MinActFlux17,MinActFlux18,MinActFlux19,MinActFlux20,MinActFlux21,MinActFlux22,MinActFlux23,MinActFlux24,MinActFlux25,MinActFlux26,MinActFlux27,MinActFlux28,MinActFlux29,MinActFlux30,MinActFlux31,MinActFlux32,MinActFlux33,MinActFlux34,MinActFlux35,MinActFlux36,MinActFlux37,MinActFlux38,MinActFlux39,MinActFlux40,MinActFlux41,MinActFlux42,MinActFlux43,MinActFlux44,MinActFlux45,MinActFlux46,MinActFlux47,MinActFlux48,MinActFlux49,MinActFlux50,MinActFlux51,MinActFlux52,MinActFlux53,MinActFlux54,MinActFlux55,MinActFlux56,MinActFlux57,MinActFlux58,MinActFlux59,MinActFlux60,MinActFlux61,MinActFlux62,MinActFlux63,MinActFlux64,MinActFlux65,MinActFlux66,MinActFlux67,MinActFlux68,MinActFlux69,MinActFlux70,MinActFlux71,MinActFlux72,MinActFlux73,MinActFlux74,MinActFlux75,MinActFlux76,MinActFlux77,MinActFlux78,MinActFlux79,MinActFlux80,MinActFlux81,MinActFlux82,MinActFlux83,MinActFlux84,MinActFlux85,MinActFlux86,MinActFlux87,MinActFlux88,MinActFlux89,MinActFlux90,MinActFlux91,MinActFlux92,MinActFlux93,MinActFlux94,MinActFlux95,MinActFlux96,MinActFlux97,MinActFlux98,MinActFlux99,MinActFlux100,MinActFlux101,MinActFlux102,MinActFlux103,MinActFlux104,MinActFlux105,MinActFlux106,MinActFlux107,MinActFlux108,MinActFlux109,MinActFlux110,MinActFlux111,MinActFlux112,MinActFlux113,MinActFlux114,MinActFlux115,MinActFlux116,MinActFlux117,MinActFlux118,MinActFlux119,MinActFlux120,MinActFlux121,MinActFlux122,MinActFlux123,MinActFlux124,MinActFlux125,MinActFlux126,MinActFlux127,MinActFlux128
R_LYSt6_bulg,-145.432709248,-145.432709248,0,1,0.0,-7.07632729,0.0,0.0,0.0,0.0,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,-7.07632729,-7.07632729,0.0,0.0,0.0,0.0,0.0,0.0,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,0.0,-7.07632729,-7.07632729,-7.07632729,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,-7.07632729,-7.07632729,0.0,-7.07632729,0.0,0.0,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,0.0,0.0,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,-7.07632729,0.0,-7.07632729,0.0,-7.07632729,0.0,0.0,-7.07632729,0.0,-7.07632729,0.0,0.0,-7.07632729,0.0,0.0,0.0,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,0.0,-7.07632729,0.0,-7.07632729,-7.07632729,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,0.0,0.0,-7.07632729,-7.07632729,-7.07632729,0.0,-7.07632729,0.0,0.0,0.0,0.0,-7.07632729,0.0,0.0,0.0,-7.07632729,0.0,-7.07632729,0.0,0.0,0.0,0.0,0.0
R_UGMDDS2_bulg,41.3556153034,41.3556153034,0,0,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556
R_SPMDabc_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_CYTK1_bulg,124.683502828,124.683502828,0,0,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668,231.55507668
M_asp_L_c_bulg_src,501.393974664,501.393974664,0,0,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374,304.67054374
R_ALCD19_D_bulg,0.0,0.0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
R_EX_succ_e_,-25.7083475694,-25.7083475694,1,0,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406,-47.74407406
R_MEVK_bulg,0.622314320571,0.622314320571,0,0,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266
R_HSAT_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_GAPD_bulg,3540.44368171,3540.44368171,0,0,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556,76.80328556
R_G6PI_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ACTPASE_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_LCTSt6_bulg,2377.35987823,2377.35987823,0,0,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807,1171.89466807
R_PGM_ther,5536.24494812,5536.24494812,0,0,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7820.86823339,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7820.86823339,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7820.86823339,7794.33423297,7794.33423297,7820.86823339,7820.86823339,7820.86823339,7794.33423297,7820.86823339,7794.33423297,7794.33423297,7794.33423297,7794.33423297,7794.33423297
R_UDCPDPS_ther,0.0103709604683,0.0103709604683,0,0,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096
R_ACACT1r_bulg,0.622314320571,0.622314320571,0,0,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266,1.1557266
R_GLYK_bulg,14.3947300004,14.3947300004,0,0,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823,14.83115823
