R01976
substrates,1,C01144,1,C00006
products,1,C00332,1,C00005,1,C00080
R10961
substrates,1,C00512,1,C00030
products,1,C06322,1,C00028
R02451
substrates,1,C00512,1,C00138,2,C00002,2,C00001
products,1,C06322,1,C00139,2,C00009,2,C00008
R03026
substrates,1,C01144
products,1,C00877,1,C00001
R02488
substrates,1,C00527,1,C04253
products,1,C00877,1,C04570,1,C00011
R00238
substrates,2,C00024
products,1,C00010,1,C00332
R05305
substrates,1,C06714,1,C00003
products,1,C06715,1,C00004,1,C00080
R05586
substrates,1,C06715,1,C00010
products,1,C00527,1,C00024
R05594
substrates,1,C09821,2,C00001
products,1,C06714
R05597
substrates,1,C06322,1,C00001
products,1,C06749
R05581
substrates,1,C06749,1,C00003
products,1,C09821,1,C00004,1,C00080
