R00093
substrates,2,C00025,1,C00003
products,1,C00064,1,C00026,1,C00004,1,C00080
R00787
substrates,1,C00014,3,C00003,2,C00001
products,1,C00088,3,C00004,3,C00080
R05712
substrates,1,C00014,2,C00001,6,C00125
products,1,C00088,6,C00126,6,C00080
R03546
substrates,1,C01417,1,C00080,1,C00288
products,1,C00011,1,C01563
R00524
substrates,1,C00488,1,C00001
products,1,C00058,1,C00014
R00789
substrates,1,C00014,3,C00006,2,C00001
products,1,C00088,3,C00005,3,C00080
R00248
substrates,1,C00025,1,C00006,1,C00001
products,1,C00026,1,C00014,1,C00005,1,C00080
R00243
substrates,1,C00025,1,C00003,1,C00001
products,1,C00026,1,C00014,1,C00004,1,C00080
R01395
substrates,1,C00002,1,C01563
products,1,C00008,1,C00169
R10092
substrates,1,C00288,1,C00080
products,1,C00011,1,C00001
R02804
substrates,1,C00697,2,C00125,1,C00001
products,1,C00887,2,C00126,2,C00080
R00798
substrates,1,C00088,1,C00028,1,C00001
products,1,C00244,1,C00030
R00025
substrates,1,C18091,1,C00007,1,C01847
products,1,C00084,1,C00088,1,C00061,1,C00001
R00143
substrates,1,C00014,1,C00003,1,C00001
products,1,C00192,1,C00004,1,C00080
R00540
substrates,1,C00726,2,C00001
products,1,C00060,1,C00014
R00790
substrates,1,C00014,2,C00001,6,C00139
products,1,C00088,6,C00138,6,C00080
R00791
substrates,1,C00088,1,C00001,2,C00139
products,1,C00244,2,C00138
R00785
substrates,1,C00533,1,C00001,1,C05357
products,1,C00088,1,C05358,1,C00080
R00149
substrates,2,C00002,1,C00014,1,C00011,1,C00001
products,2,C00008,1,C00009,1,C00169
R00148
substrates,1,C00014,1,C00007,1,C00390
products,1,C00192,1,C00001,1,C00399
R00253
substrates,1,C00002,1,C00025,1,C00014
products,1,C00008,1,C00009,1,C00064
R05185
substrates,16,C00002,1,C00697,8,C00138,8,C00080,16,C00001
products,16,C00009,16,C00008,8,C00139,2,C00014,1,C00282
R10164
substrates,1,C00192,1,C00001,4,C00125
products,1,C00088,4,C00126,5,C00080
R10388
substrates,1,C06058,1,C00001,1,C00007
products,1,C00071,1,C00088,1,C00027
R00294
substrates,2,C00533,2,C00126,2,C00080
products,1,C00887,2,C00125,1,C00001
