R01077
substrates,1,C05552,1,C00001
products,1,C00120,1,C00047
R01074
substrates,1,C00002,1,C00120
products,1,C00013,1,C05921
R04869
substrates,1,C05552,2,C00012
products,1,C06250,2,C00001
R10127
substrates,1,C20386,1,C00005,1,C00080
products,1,C00120,1,C00006,1,C00001
R03762
substrates,1,C05921,1,C00010
products,1,C00020,1,C01894
R05145
substrates,1,C05921,1,C06249
products,1,C00020,1,C06250
