R10660
substrates,1,C00122,1,C03576,1,C04628
products,1,C00042,1,C04832
R01197
substrates,2,C00138,1,C00091,1,C00011,2,C00080
products,2,C00139,1,C00026,1,C00010
R01196
substrates,2,C00138,1,C00024,1,C00011,2,C00080
products,2,C00139,1,C00022,1,C00010
R00405
substrates,1,C00002,1,C00042,1,C00010
products,1,C00008,1,C00009,1,C00091
R01082
substrates,1,C00149
products,1,C00122,1,C00001
R00344
substrates,1,C00002,1,C00022,1,C00288
products,1,C00008,1,C00009,1,C00036
R00342
substrates,1,C00149,1,C00003
products,1,C00036,1,C00004,1,C00080
